dd,mm,yy,value
25,11,11,747.65
28,11,11,777.44
29,11,11,783.61
30,11,11,805.33
01,12,11,819.98
02,12,11,832.16
05,12,11,846.78
06,12,11,845.63
07,12,11,840.66
08,12,11,821.88
09,12,11,818.35
12,12,11,809
13,12,11,802.69
14,12,11,786.04
15,12,11,782.69
16,12,11,784.13
19,12,11,784.5
20,12,11,790.57
21,12,11,800.9
22,12,11,803.19
23,12,11,808.6
27,12,11,803.34
28,12,11,802.35
29,12,11,798.15
30,12,11,805.85
02,01,12,822.48
03,01,12,835.3
04,01,12,829.06
05,01,12,808.22
06,01,12,802.53
09,01,12,794.62
10,01,12,804.02
11,01,12,805.77
12,01,12,819.76
13,01,12,815.13
16,01,12,812.31
17,01,12,826.15
18,01,12,822.41
19,01,12,832.6
20,01,12,839.9
23,01,12,848.5
24,01,12,848.04
25,01,12,848.65
26,01,12,858.48
27,01,12,857.53
30,01,12,846.36
31,01,12,854.12
01,02,12,865.34
02,02,12,871.14
03,02,12,875.29
06,02,12,875.12
07,02,12,875.08
08,02,12,887.18
09,02,12,887.2
10,02,12,879.07
13,02,12,880.39
14,02,12,879.27
15,02,12,886.43
16,02,12,872.28
17,02,12,884.48
20,02,12,893.12
21,02,12,892.25
22,02,12,890.83
23,02,12,880.64
24,02,12,881.83
27,02,12,872.28
28,02,12,875.89
29,02,12,880.76
01,03,12,889.29
02,03,12,900.8
05,03,12,894.85
06,03,12,877.67
07,03,12,872.22
08,03,12,884.65
09,03,12,885.46
12,03,12,882.36
13,03,12,894.08
14,03,12,904.88
15,03,12,903.86
16,03,12,908.6
19,03,12,912.54
20,03,12,907.15
21,03,12,898.98
22,03,12,882.35
23,03,12,879.33
26,03,12,887.1
27,03,12,891.75
28,03,12,885.55
29,03,12,867.55
30,03,12,859.35
02,04,12,853.65
03,04,12,854.14
04,04,12,835.75
05,04,12,821.3
10,04,12,800.83
11,04,12,798.15
12,04,12,797.87
13,04,12,793.16
16,04,12,789.88
17,04,12,803.01
18,04,12,801.46
19,04,12,791.58
20,04,12,784.11
23,04,12,766.11
24,04,12,770.76
25,04,12,794.38
26,04,12,793.52
27,04,12,799.64
30,04,12,804.68
02,05,12,790.94
03,05,12,785.7
04,05,12,775.45
07,05,12,772.7
08,05,12,775.05
09,05,12,763.26
10,05,12,769.26
11,05,12,768.75
14,05,12,758.53
15,05,12,752.77
16,05,12,736.62
17,05,12,729.45
18,05,12,724.65
21,05,12,716.09
22,05,12,734.09
23,05,12,724.23
24,05,12,719.56
25,05,12,725.9
28,05,12,726.57
29,05,12,725
30,05,12,718.15
31,05,12,714.6
01,06,12,705.95
04,06,12,708.33
05,06,12,711.84
06,06,12,725.64
07,06,12,742.03
08,06,12,733.88
11,06,12,738.85
12,06,12,715.83
13,06,12,712.91
14,06,12,710.7
15,06,12,729.56
18,06,12,726.19
19,06,12,729.33
20,06,12,747.13
21,06,12,754.75
22,06,12,749.91
25,06,12,727.92
26,06,12,718.2
27,06,12,723.13
28,06,12,728.01
29,06,12,760.54
02,07,12,776.25
03,07,12,782.59
04,07,12,781.22
05,07,12,774.09
06,07,12,759.96
09,07,12,753.15
10,07,12,761.54
11,07,12,756.14
12,07,12,746.52
13,07,12,746.14
16,07,12,748.1
17,07,12,748.96
18,07,12,743.41
19,07,12,747.98
20,07,12,732.44
23,07,12,700.09
24,07,12,691.99
25,07,12,692.59
26,07,12,712.97
27,07,12,737.74
30,07,12,760.02
31,07,12,762.57
01,08,12,759
02,08,12,752.75
03,08,12,759.69
06,08,12,779.93
07,08,12,793.43
08,08,12,794.86
09,08,12,796.96
10,08,12,792.68
13,08,12,795.34
14,08,12,796.42
16,08,12,803.86
17,08,12,818.97
20,08,12,816.47
21,08,12,823.67
22,08,12,822.14
23,08,12,815.98
24,08,12,806.48
27,08,12,812.12
28,08,12,813
29,08,12,812.52
30,08,12,808.28
31,08,12,815.93
03,09,12,825.44
04,09,12,828.17
05,09,12,822.66
06,09,12,835.66
07,09,12,859.03
10,09,12,856.9
11,09,12,854.9
12,09,12,869.51
13,09,12,865.48
14,09,12,883
17,09,12,878.05
18,09,12,864.26
19,09,12,863.19
20,09,12,853.98
21,09,12,859
24,09,12,850.97
25,09,12,851.49
26,09,12,835.49
27,09,12,833.6
28,09,12,824.72
01,10,12,829.81
02,10,12,839.5
03,10,12,838.07
04,10,12,837.18
05,10,12,847
08,10,12,840.84
09,10,12,838.51
10,10,12,833.37
11,10,12,835.34
12,10,12,839.23
15,10,12,839.86
16,10,12,848.15
17,10,12,863.1
18,10,12,862.61
19,10,12,855.35
22,10,12,851.42
23,10,12,838.25
24,10,12,837.12
25,10,12,840.78
26,10,12,832.22
29,10,12,826
30,10,12,832.61
31,10,12,839.55
01,11,12,841.53
02,11,12,846.18
05,11,12,836.84
06,11,12,839.32
07,11,12,834.07
08,11,12,819.93
09,11,12,814.81
12,11,12,817.27
13,11,12,814.02
14,11,12,820.26
15,11,12,814.83
16,11,12,803.48
19,11,12,811.95
20,11,12,816.68
21,11,12,822.22
22,11,12,830.95
23,11,12,833.37
26,11,12,832.88
27,11,12,831.78
28,11,12,825.91
29,11,12,844.83
30,11,12,849.53
03,12,12,853.59
04,12,12,854.73
05,12,12,856.18
06,12,12,847.33
07,12,12,839.47
10,12,12,819.72
11,12,12,831.94
12,12,12,841.38
13,12,12,847.06
14,12,12,850.59
17,12,12,853.51
18,12,12,860.1
19,12,12,869.84
20,12,12,872.47
21,12,12,869.73
27,12,12,877.67
28,12,12,873.02
02,01,13,894.3
03,01,13,898.71
04,01,13,901.59
07,01,13,903.45
08,01,13,905.29
09,01,13,916.68
10,01,13,927.73
11,01,13,928.1
14,01,13,930.05
15,01,13,927.59
16,01,13,923.26
17,01,13,933.84
18,01,13,936.89
21,01,13,937.84
22,01,13,941.69
23,01,13,940.67
24,01,13,941.6
25,01,13,946.98
28,01,13,950.78
29,01,13,948.95
30,01,13,929.21
31,01,13,921
01,02,13,925.24
04,02,13,901.02
05,02,13,892.89
06,02,13,889.5
07,02,13,889.44
08,02,13,886.39
11,02,13,887.33
12,02,13,887.03
13,02,13,895.89
14,02,13,892.18
15,02,13,891.54
18,02,13,884.77
19,02,13,892.69
20,02,13,895.44
21,02,13,870.84
22,02,13,876.02
25,02,13,889.16
26,02,13,847.63
27,02,13,850.53
28,02,13,859.86
01,03,13,852.71
04,03,13,845.66
05,03,13,862.44
06,03,13,868.8
07,03,13,868.32
08,03,13,878.53
11,03,13,874.93
12,03,13,876.31
13,03,13,864.07
14,03,13,874.44
15,03,13,879.53
18,03,13,865.8
19,03,13,868.15
20,03,13,872.35
21,03,13,874.66
22,03,13,879.47
25,03,13,872.63
26,03,13,859.84
27,03,13,848.47
28,03,13,850.85
02,04,13,852.18
03,04,13,849.29
04,04,13,845.55
05,04,13,840.41
08,04,13,846.39
09,04,13,849.89
10,04,13,866.94
11,04,13,878.79
12,04,13,871.34
15,04,13,864.49
16,04,13,857.67
17,04,13,851.5
18,04,13,852.59
19,04,13,864.01
22,04,13,877.25
23,04,13,888.59
24,04,13,900.04
25,04,13,904.62
26,04,13,903.07
29,04,13,917.49
30,04,13,918.59
02,05,13,911.36
03,05,13,918.35
06,05,13,921.46
07,05,13,931.62
08,05,13,937.43
09,05,13,934.03
10,05,13,943.2
13,05,13,939.55
14,05,13,941.22
15,05,13,949.3
16,05,13,956.14
17,05,13,958.66
20,05,13,952.81
21,05,13,951.72
22,05,13,954.08
23,05,13,933
24,05,13,929.39
27,05,13,933.12
28,05,13,951.79
29,05,13,946.47
30,05,13,942.77
31,05,13,936.63
03,06,13,931.91
04,06,13,934.49
05,06,13,930.73
06,06,13,914.95
07,06,13,906.28
10,06,13,908.7
11,06,13,892.68
12,06,13,889.27
13,06,13,877.87
14,06,13,886.25
17,06,13,889.11
18,06,13,890
19,06,13,886.69
20,06,13,864.83
21,06,13,853.95
24,06,13,835.84
25,06,13,837.11
26,06,13,845.46
27,06,13,852.98
28,06,13,849.1
01,07,13,855.89
02,07,13,853.86
03,07,13,844.41
04,07,13,863.99
05,07,13,871.2
08,07,13,872.95
09,07,13,876.63
10,07,13,869.31
11,07,13,873.06
12,07,13,864.35
15,07,13,864.42
16,07,13,866.3
17,07,13,868.41
18,07,13,881.99
19,07,13,889.2
22,07,13,896.82
23,07,13,902.43
24,07,13,904.11
25,07,13,903.63
26,07,13,905.98
29,07,13,901.63
30,07,13,907.27
31,07,13,910.11
01,08,13,922
02,08,13,925.62
05,08,13,926.65
06,08,13,926.28
07,08,13,926.06
08,08,13,937.06
09,08,13,942.64
12,08,13,944.48
13,08,13,952.11
14,08,13,955.07
16,08,13,959.63
19,08,13,953.35
20,08,13,932.46
21,08,13,929.79
22,08,13,943.17
23,08,13,946.84
26,08,13,933.79
27,08,13,917.45
28,08,13,915.8
29,08,13,926.82
30,08,13,922.09
02,09,13,931.21
03,09,13,932.86
04,09,13,918.58
05,09,13,923.72
06,09,13,929.44
09,09,13,939.52
10,09,13,948.64
11,09,13,957.69
12,09,13,957.57
13,09,13,957.54
16,09,13,968.11
17,09,13,968.86
18,09,13,972.55
19,09,13,983.37
20,09,13,983.55
23,09,13,979.83
24,09,13,982.59
25,09,13,984.13
26,09,13,975.36
27,09,13,968.22
30,09,13,949.7
01,10,13,967.01
02,10,13,983.85
03,10,13,983.75
04,10,13,989.49
07,10,13,993.5
08,10,13,998.78
09,10,13,1004.01
10,10,13,1018.8
11,10,13,1021.53
14,10,13,1022.14
15,10,13,1028.23
16,10,13,1037.36
17,10,13,1037.39
18,10,13,1041.47
21,10,13,1043.22
22,10,13,1049.3
23,10,13,1034.74
24,10,13,1032.61
25,10,13,1028.63
28,10,13,1025.59
29,10,13,1038.93
30,10,13,1048.22
31,10,13,1047.05
01,11,13,1047.83
04,11,13,1049.56
05,11,13,1044.73
06,11,13,1048.52
07,11,13,1043.56
08,11,13,1031.36
11,11,13,1040.26
12,11,13,1040.44
13,11,13,1029.6
14,11,13,1023.36
15,11,13,1023.38
18,11,13,1038.69
19,11,13,1035.12
20,11,13,1026.73
21,11,13,1027.92
22,11,13,1030.35
25,11,13,1031.04
26,11,13,1028.04
27,11,13,1037.19
28,11,13,1044.62
29,11,13,1045.47
02,12,13,1032.8
03,12,13,1018.51
04,12,13,1006.59
05,12,13,1001.13
06,12,13,991.79
09,12,13,1002.57
10,12,13,1005.41
11,12,13,996.21
12,12,13,983.19
13,12,13,984.26
16,12,13,994.58
17,12,13,994.5
18,12,13,995.37
19,12,13,1011.01
20,12,13,1016.94
23,12,13,1022.01
27,12,13,1034.76
30,12,13,1041.34
02,01,14,1045.28
03,01,14,1049.86
06,01,14,1056.89
07,01,14,1062.66
08,01,14,1065.08
09,01,14,1067.01
10,01,14,1068.49
13,01,14,1073.51
14,01,14,1071.74
15,01,14,1086.22
16,01,14,1086.95
17,01,14,1087.25
20,01,14,1090.44
21,01,14,1096.78
22,01,14,1091.63
23,01,14,1090
24,01,14,1067.77
27,01,14,1050.91
28,01,14,1060.29
29,01,14,1061.85
30,01,14,1059.56
31,01,14,1055.93
03,02,14,1050.43
04,02,14,1038.76
05,02,14,1045.61
06,02,14,1059.88
07,02,14,1072.11
10,02,14,1077.75
11,02,14,1083.68
12,02,14,1097.48
13,02,14,1093.13
14,02,14,1111.31
17,02,14,1117.38
18,02,14,1116.09
19,02,14,1114.64
20,02,14,1109.5
21,02,14,1115.68
24,02,14,1114.74
25,02,14,1116.23
26,02,14,1117.93
27,02,14,1110.05
28,02,14,1115.13
03,03,14,1095.68
04,03,14,1111.01
05,03,14,1128.72
06,03,14,1141.45
07,03,14,1136.32
10,03,14,1134.85
11,03,14,1141.13
12,03,14,1134.97
13,03,14,1136.19
14,03,14,1111.98
17,03,14,1128.21
18,03,14,1145.67
19,03,14,1145.32
20,03,14,1145.35
21,03,14,1149.05
24,03,14,1138.36
25,03,14,1139.66
26,03,14,1150.39
27,03,14,1155.63
28,03,14,1170.84
31,03,14,1181.23
01,04,14,1190.83
02,04,14,1188.7
03,04,14,1190.61
04,04,14,1201.37
07,04,14,1199.34
08,04,14,1184.1
09,04,14,1188.53
10,04,14,1181.43
11,04,14,1159.25
14,04,14,1155.99
15,04,14,1150.77
16,04,14,1161.57
17,04,14,1173.32
22,04,14,1184.52
23,04,14,1186.45
24,04,14,1187.1
25,04,14,1175.54
28,04,14,1174.86
29,04,14,1188.88
30,04,14,1187.47
02,05,14,1190.07
05,05,14,1176.03
06,05,14,1177.45
07,05,14,1163.41
08,05,14,1174.31
09,05,14,1170.35
12,05,14,1175.07
13,05,14,1165.76
14,05,14,1154.52
15,05,14,1133.02
16,05,14,1120.28
19,05,14,1105.86
20,05,14,1111
21,05,14,1114.66
22,05,14,1112.79
23,05,14,1119.4
26,05,14,1157.21
27,05,14,1164.34
28,05,14,1168.23
29,05,14,1167.38
30,05,14,1174.26
02,06,14,1179.85
03,06,14,1178.62
04,06,14,1171.91
05,06,14,1187.86
06,06,14,1198.72
09,06,14,1210.2
10,06,14,1214.69
11,06,14,1205.46
12,06,14,1201.17
13,06,14,1195.61
16,06,14,1191.01
17,06,14,1189.59
18,06,14,1189.92
19,06,14,1199.5
20,06,14,1195.22
23,06,14,1177.33
24,06,14,1171.58
25,06,14,1165.74
26,06,14,1162.77
27,06,14,1160.53
30,06,14,1155.17
01,07,14,1163.5
02,07,14,1174.18
03,07,14,1183.47
04,07,14,1178.93
07,07,14,1165.41
08,07,14,1142.86
09,07,14,1137.23
10,07,14,1120.46
11,07,14,1127.73
14,07,14,1127.63
15,07,14,1117.9
16,07,14,1134.75
17,07,14,1132.31
18,07,14,1123.34
21,07,14,1117.21
22,07,14,1128.28
23,07,14,1133.49
24,07,14,1145.17
25,07,14,1149.05
28,07,14,1139.94
29,07,14,1143.72
30,07,14,1139.25
31,07,14,1118.79
01,08,14,1107.75
04,08,14,1106.24
05,08,14,1094.87
06,08,14,1064.7
07,08,14,1054.72
08,08,14,1042.05
11,08,14,1054.56
12,08,14,1060.98
13,08,14,1062
14,08,14,1060.36
18,08,14,1070.37
19,08,14,1069.56
20,08,14,1068.97
21,08,14,1083.12
22,08,14,1084.55
25,08,14,1099.66
26,08,14,1112.71
27,08,14,1124.16
28,08,14,1114.9
29,08,14,1113.9
01,09,14,1110.66
02,09,14,1116.18
03,09,14,1127.61
04,09,14,1144.09
05,09,14,1155.82
08,09,14,1153.22
09,09,14,1148.62
10,09,14,1141.96
11,09,14,1140.95
12,09,14,1140.49
15,09,14,1130.39
16,09,14,1123.23
17,09,14,1136.2
18,09,14,1143.51
19,09,14,1143.01
22,09,14,1125.14
23,09,14,1108.55
24,09,14,1108.52
25,09,14,1115.33
26,09,14,1112.83
29,09,14,1110.79
30,09,14,1118.87
01,10,14,1119.55
02,10,14,1092.47
03,10,14,1085.6
06,10,14,1093.43
07,10,14,1075.18
08,10,14,1064.12
09,10,14,1055.93
10,10,14,1036.48
13,10,14,1035.65
14,10,14,1023.98
15,10,14,1006.72
16,10,14,971.87
17,10,14,998.74
20,10,14,1006.26
21,10,14,1019.74
22,10,14,1032.01
23,10,14,1040.88
24,10,14,1046.98
27,10,14,1035.35
28,10,14,1044.37
29,10,14,1045.38
30,10,14,1030.72
31,10,14,1059.03
03,11,14,1054.42
04,11,14,1038.54
05,11,14,1042.15
06,11,14,1048.03
07,11,14,1034.63
10,11,14,1035.31
11,11,14,1044.4
12,11,14,1023.71
13,11,14,1017.78
14,11,14,1026.65
17,11,14,1033.27
18,11,14,1048.7
19,11,14,1053.29
20,11,14,1041
21,11,14,1066.62
24,11,14,1080.59
25,11,14,1083.25
26,11,14,1080.28
27,11,14,1083.04
28,11,14,1080.6
01,12,14,1069.38
02,12,14,1070.66
03,12,14,1077.48
04,12,14,1068.36
05,12,14,1076.89
08,12,14,1081.05
09,12,14,1058.99
10,12,14,1050.23
11,12,14,1042.88
12,12,14,1023.08
15,12,14,1003.54
16,12,14,991.86
17,12,14,1003.54
18,12,14,1029.67
19,12,14,1032.62
22,12,14,1038.27
23,12,14,1044
29,12,14,1037.43
30,12,14,1038.26
02,01,15,1042.95
05,01,15,1020.36
06,01,15,1003.97
07,01,15,1002.93
08,01,15,1017.49
09,01,15,1013.08
12,01,15,1005.59
13,01,15,1020.09
14,01,15,1018.55
15,01,15,1025.08
16,01,15,1042.08
19,01,15,1060.94
20,01,15,1070.2
21,01,15,1074.61
22,01,15,1100.16
23,01,15,1116.55
26,01,15,1121.58
27,01,15,1126.77
28,01,15,1124.8
29,01,15,1121.76
30,01,15,1126.21
02,02,15,1122
03,02,15,1144.33
04,02,15,1146.38
05,02,15,1139.72
06,02,15,1140.27
09,02,15,1120.18
10,02,15,1134.01
11,02,15,1135.4
12,02,15,1149.82
13,02,15,1161.17
16,02,15,1160.58
17,02,15,1160.19
18,02,15,1179.03
19,02,15,1184.48
20,02,15,1186.06
23,02,15,1196.67
24,02,15,1199.76
25,02,15,1199.91
26,02,15,1206.83
27,02,15,1216.14
02,03,15,1222.42
03,03,15,1215.47
04,03,15,1205.1
05,03,15,1222.12
06,03,15,1231.71
09,03,15,1232.38
10,03,15,1229
11,03,15,1243.82
12,03,15,1252.1
13,03,15,1248.38
16,03,15,1259.17
17,03,15,1249.06
18,03,15,1240.28
19,03,15,1250.48
20,03,15,1262.24
23,03,15,1265.58
24,03,15,1275.48
25,03,15,1273.64
26,03,15,1251.92
27,03,15,1260.64
30,03,15,1274.25
31,03,15,1273.05
01,04,15,1280.21
02,04,15,1281.02
07,04,15,1296.49
08,04,15,1299.23
09,04,15,1306.65
10,04,15,1314.57
13,04,15,1322.49
14,04,15,1311.89
15,04,15,1323.72
16,04,15,1310.94
17,04,15,1282.28
20,04,15,1280.29
21,04,15,1285.37
22,04,15,1284.65
23,04,15,1277.34
24,04,15,1288.9
27,04,15,1295.23
28,04,15,1300.62
29,04,15,1283.79
30,04,15,1265.56
04,05,15,1276.24
05,05,15,1262.19
06,05,15,1247.7
07,05,15,1242.01
08,05,15,1269.9
11,05,15,1279.41
12,05,15,1269.74
13,05,15,1278.52
14,05,15,1280.93
15,05,15,1291.94
18,05,15,1272.07
19,05,15,1292.71
20,05,15,1299.26
21,05,15,1298.35
22,05,15,1302.35
25,05,15,1280.57
26,05,15,1281.59
27,05,15,1295.24
28,05,15,1301.92
29,05,15,1296.54
01,06,15,1291.21
02,06,15,1293
03,06,15,1296.72
04,06,15,1284.55
05,06,15,1262.45
08,06,15,1251.63
09,06,15,1240.02
10,06,15,1256.15
11,06,15,1274
12,06,15,1259.4
15,06,15,1230.31
16,06,15,1219.33
17,06,15,1227.23
18,06,15,1220.74
19,06,15,1239.39
22,06,15,1269.55
23,06,15,1290.62
24,06,15,1282.83
25,06,15,1286.81
26,06,15,1291.7
29,06,15,1246.55
30,06,15,1238.3
01,07,15,1256.12
02,07,15,1249.01
03,07,15,1235.05
06,07,15,1200.24
07,07,15,1180.56
08,07,15,1175.53
09,07,15,1210.84
10,07,15,1250.47
13,07,15,1268.72
14,07,15,1260.08
15,07,15,1273.69
16,07,15,1296.46
17,07,15,1300.06
20,07,15,1316.53
21,07,15,1309.14
22,07,15,1301.19
23,07,15,1303.25
24,07,15,1301.07
27,07,15,1270.22
28,07,15,1278.11
29,07,15,1284.33
30,07,15,1292.71
31,07,15,1296.51
03,08,15,1309.16
04,08,15,1301.05
05,08,15,1316.91
06,08,15,1319.83
07,08,15,1312.51
10,08,15,1317.04
11,08,15,1313.87
12,08,15,1278.43
13,08,15,1292.71
14,08,15,1289.58
17,08,15,1291.63
18,08,15,1294.92
19,08,15,1281.2
20,08,15,1251.41
21,08,15,1223.72
24,08,15,1155.14
25,08,15,1183.34
26,08,15,1193.2
27,08,15,1222.58
28,08,15,1219.81
31,08,15,1215.88
01,09,15,1194.3
02,09,15,1198.81
03,09,15,1219.43
04,09,15,1200.41
07,09,15,1199.11
08,09,15,1217.62
09,09,15,1233.77
10,09,15,1216.3
11,09,15,1211.13
14,09,15,1200.48
15,09,15,1203.36
16,09,15,1222.12
17,09,15,1222.58
18,09,15,1202.55
21,09,15,1205.58
22,09,15,1181.27
23,09,15,1180.73
24,09,15,1162.16
25,09,15,1183.32
28,09,15,1168.97
29,09,15,1154.37
30,09,15,1179.17
01,10,15,1184.94
02,10,15,1184.6
05,10,15,1209.34
06,10,15,1218.07
07,10,15,1230.29
08,10,15,1226.54
09,10,15,1235.71
12,10,15,1226.33
13,10,15,1217.48
14,10,15,1216.27
15,10,15,1229.16
16,10,15,1238.09
19,10,15,1244.16
20,10,15,1236.36
21,10,15,1233.33
22,10,15,1241.2
23,10,15,1261.49
26,10,15,1257.37
27,10,15,1251.11
28,10,15,1253.56
29,10,15,1247.44
30,10,15,1249.24
02,11,15,1253.55
03,11,15,1249.68
04,11,15,1254.36
05,11,15,1245.36
06,11,15,1251.42
09,11,15,1250.23
10,11,15,1248.05
11,11,15,1258.4
12,11,15,1237.78
13,11,15,1223.76
16,11,15,1222.6
17,11,15,1242.85
18,11,15,1239.95
19,11,15,1246.31
20,11,15,1241.84
23,11,15,1248.39
24,11,15,1233.32
25,11,15,1246.29
26,11,15,1260.82
27,11,15,1264.78
30,11,15,1271.48
01,12,15,1273.81
02,12,15,1270.71
03,12,15,1258.54
04,12,15,1238.16
07,12,15,1245.34
08,12,15,1222.6
09,12,15,1217.11
10,12,15,1212.61
11,12,15,1193.5
14,12,15,1177.57
15,12,15,1191.09
16,12,15,1200.14
17,12,15,1218.26
18,12,15,1204.2
21,12,15,1200.9
22,12,15,1190.87
23,12,15,1205.14
28,12,15,1209.66
29,12,15,1221.7
30,12,15,1217.7
04,01,16,1183.77
05,01,16,1185.29
06,01,16,1167.55
07,01,16,1139.45
08,01,16,1145.15
11,01,16,1132.56
12,01,16,1137.63
13,01,16,1150.73
14,01,16,1124.85
15,01,16,1101.79
18,01,16,1075.57
19,01,16,1079.2
20,01,16,1041.62
21,01,16,1051.03
22,01,16,1089.69
25,01,16,1079.09
26,01,16,1074.48
27,01,16,1079.56
28,01,16,1063.46
29,01,16,1070.28
01,02,16,1069.69
02,02,16,1047.82
03,02,16,1023.01
04,02,16,1016.61
05,02,16,1015.98
08,02,16,972.48
09,02,16,936.9
10,02,16,963.28
11,02,16,930.86
12,02,16,947.25
15,02,16,990.51
16,02,16,984.3
17,02,16,1001.89
18,02,16,1010.16
19,02,16,989.38
22,02,16,1013.57
23,02,16,1010.87
24,02,16,981.72
25,02,16,996.33
26,02,16,1015.14
29,02,16,1017.34
01,03,16,1038.59
02,03,16,1050.54
03,03,16,1054.4
04,03,16,1054.68
07,03,16,1044.24
08,03,16,1042.24
09,03,16,1053.77
10,03,16,1066.18
11,03,16,1081.25
14,03,16,1090.25
15,03,16,1081.22
16,03,16,1079.52
17,03,16,1071.8
18,03,16,1077.5
21,03,16,1080.69
22,03,16,1071.99
23,03,16,1076.39
24,03,16,1058.65
29,03,16,1055.11
30,03,16,1070.1
31,03,16,1056.3
01,04,16,1044.66
04,04,16,1038.3
05,04,16,1012.23
06,04,16,1013.09
07,04,16,1002.43
08,04,16,1020.53
11,04,16,1036.67
12,04,16,1027.42
13,04,16,1052.23
14,04,16,1059.23
15,04,16,1061.07
18,04,16,1061.43
19,04,16,1072.95
20,04,16,1073.89
21,04,16,1080.87
22,04,16,1082.23
25,04,16,1069.64
26,04,16,1080.17
27,04,16,1082.55
28,04,16,1085.06
29,04,16,1086.67
02,05,16,1073.23
03,05,16,1052.18
04,05,16,1050.32
05,05,16,1051.82
06,05,16,1041.74
09,05,16,1038.96
10,05,16,1047.7
11,05,16,1032.97
12,05,16,1038.28
13,05,16,1034.34
16,05,16,1037.87
17,05,16,1037.02
18,05,16,1033.3
19,05,16,1033.75
20,05,16,1041.33
23,05,16,1025.45
24,05,16,1038.95
25,05,16,1059.09
26,05,16,1062.65
27,05,16,1063.42
30,05,16,1069.84
31,05,16,1063.36
01,06,16,1049.57
02,06,16,1050.69
03,06,16,1039.98
06,06,16,1034.55
07,06,16,1053.6
08,06,16,1053.34
09,06,16,1046.7
10,06,16,1021.13
13,06,16,989.91
14,06,16,971.66
15,06,16,977.78
16,06,16,962.63
17,06,16,990.02
20,06,16,1018.38
21,06,16,1022.03
22,06,16,1020.6
23,06,16,1037.63
24,06,16,947.52
27,06,16,916.83
28,06,16,932.87
29,06,16,945.24
30,06,16,949.06
01,07,16,964.91
04,07,16,957.86
05,07,16,943.02
06,07,16,920.08
07,07,16,923.32
08,07,16,939.93
11,07,16,956.37
12,07,16,979.59
13,07,16,980.49
14,07,16,988.55
15,07,16,985.97
18,07,16,987.79
19,07,16,979.5
20,07,16,987.45
21,07,16,989.4
22,07,16,989.98
25,07,16,989.49
26,07,16,982.05
27,07,16,997.27
28,07,16,985.91
29,07,16,993.25
01,08,16,991.96
02,08,16,962.98
03,08,16,959.04
04,08,16,966.8
05,08,16,980.57
08,08,16,993.19
09,08,16,995.5
10,08,16,997.09
11,08,16,999.99
12,08,16,1007.7
16,08,16,1001.35
17,08,16,985.76
18,08,16,987.88
19,08,16,973.48
22,08,16,975.73
23,08,16,990.82
24,08,16,999.91
25,08,16,992.62
26,08,16,991.71
29,08,16,987.71
30,08,16,999.71
31,08,16,1003.4
01,09,16,1008.6
02,09,16,1006.67
05,09,16,1016.86
06,09,16,1014.11
07,09,16,1017.3
08,09,16,1022.17
09,09,16,1018.49
12,09,16,991.87
13,09,16,990.24
14,09,16,982.06
15,09,16,979.18
16,09,16,968.1
19,09,16,975.06
20,09,16,967.97
21,09,16,974.39
22,09,16,987.41
23,09,16,978.89
26,09,16,963.86
27,09,16,959.5
28,09,16,968.6
29,09,16,975.18
30,09,16,964.55
03,10,16,971.18
04,10,16,970.9
05,10,16,974.05
06,10,16,978.84
07,10,16,974.51
10,10,16,978.01
11,10,16,980.55
12,10,16,975.88
13,10,16,964.38
14,10,16,979.49
17,10,16,983.93
18,10,16,998.78
19,10,16,1002.42
20,10,16,1007.76
21,10,16,1011.2
24,10,16,1019.42
25,10,16,1019.12
26,10,16,1015.46
27,10,16,1021.8
28,10,16,1019.03
31,10,16,1012.58
01,11,16,1006.52
02,11,16,984.11
03,11,16,977.47
04,11,16,968.13
07,11,16,987.46
08,11,16,990.39
09,11,16,980.41
10,11,16,1000.24
11,11,16,994.06
